den;hodina;systemova_odchylka_mwh;Součet abs. hodnot odchylek (MWh);Kladné odchylky (MWh);Záporné odchylky (MWh);Zaokrouhlení odchylek (MWh);Náklady na RE (Kč);Náklady na odchylky (Kč);"Zúčtovací cena odchylky
(Kč/MWh)";Zúčtovací cena protiodchylky (Kč/MWh);Cena dle ochranné komponenty RE (Kč/MWh);Cena dle komponenty RE (Kč/MWh);"Cena dle komponenty VDT 
(Kč/MWh)";"Cena dle komponenty SO 
(Kč/MWh)";"Cena neuskutečněné aktivace 
(Kč/MWh)"
01.01.2023;1;-94,379;486,331;195,976;-290,355;-0,048;22960413,5;-2308839,56;17285,08;13828,07;88410,33;16766;285,47;17285,08;2194,5
01.01.2023;2;-96,918;393,182;148,132;-245,05;-0,08;686582,42;-1923240,5;12117,1;7061,64;7070,54;12117,1;237,75;10061,84;2194,5
01.01.2023;3;-43,273;369,043;162,885;-206,158;-0,088;140943,63;-522806,31;4291,8;2222,32;2439,51;4291,8;252,15;3479,3;2194,5
01.01.2023;4;1,739;408,069;204,904;-203,165;-0,098;85862,78;-50067,74;-1527,98;-1294,62;-1702,67;-1521,9;-263,93;-1527,98;2158,3
01.01.2023;5;28,983;472,479;250,731;-221,748;-0,088;63302,97;-140923,44;-1422,94;-973,41;-1113,36;-1321,5;-266,13;-1422,94;2194,5
01.01.2023;6;41,137;481,903;261,52;-220,383;-0,081;6885,99;-113812,97;-596,87;-191,85;-188;-503,3;-260,08;-596,87;2194,5
01.01.2023;7;-17,357;560,645;271,644;-289,001;-0,055;-15916,84;-272087,01;202,06;-786,66;-794,48;-748,1;202,06;-652,63;2194,5
01.01.2023;8;-15,581;597,891;291,155;-306,736;-0,092;4412,23;-222509,54;234,9;-516,76;-476,12;-420,1;234,9;-334,4;2194,5
01.01.2023;9;17,37;646,134;331,752;-314,382;-0,059;76272,29;-602515,7;-6046,89;-4464,48;-4460,63;-5986,1;-269,89;-6046,89;2194,5
01.01.2023;10;139,282;661,244;400,263;-260,981;-0,075;372756,99;-805197,33;-3802,78;-2747;-2722,38;-3315,3;-189,09;-3802,78;2194,5
01.01.2023;11;205,114;670,094;437,604;-232,49;-0,057;424026,08;-1026950,96;-3466,09;-2106,86;-2088,3;-2784,3;-241,24;-3466,09;2194,5
01.01.2023;12;160,507;722,709;441,608;-281,101;-0,058;271780,26;-1192806,21;-3617,3;-1439,42;-1531,68;-3617,3;-266,85;-2526,87;2194,5
01.01.2023;13;99,779;617,417;358,598;-258,819;-0,05;174776,5;-451046,42;-2471,1;-1681,04;-1700,68;-2471,1;-488,81;-1837,12;2194,5
01.01.2023;14;62,988;587,714;325,351;-262,363;-0,041;139040,96;-398953,71;-2428,6;-1491,04;-1629,73;-2428,6;-390,11;-990,95;2194,5
01.01.2023;15;35,629;570,781;303,205;-267,576;-0,084;171189,25;-259777,52;-2341,3;-1682,2;-2049,12;-2341,3;-380,12;333,99;2194,5
01.01.2023;16;-14,953;549,091;267,069;-282,022;-0,063;260067,53;-597496,16;6306,3;4422,15;5109,83;6306,3;791,08;4736,64;2194,5
01.01.2023;17;-72,777;587,833;257,528;-330,305;-0,06;830741,96;-2029606,91;11286,8;6595,32;7657,23;11286,8;1441,35;10853,67;2194,5
01.01.2023;18;-16,157;710,443;347,143;-363,3;-0,096;490561,03;-829022,34;12867,5;11078,26;11935,86;12867,5;1828,88;11817,16;2194,5
01.01.2023;19;8,984;645,286;327,135;-318,151;-0,052;5844093,98;-5844090,76;-95616,4;-79947,51;-95616,4;-171329,4;1757,03;-171360,84;2194,5
01.01.2023;20;25,606;683,402;354,504;-328,898;-0,073;323279,91;-293704,67;-2679,2;-1994,79;-2762,62;-2679,2;2097,94;-2463,52;2147,4
01.01.2023;21;-5,988;587,678;290,845;-296,833;-0,057;250129,93;-642583,94;4951,8;2844,38;3629,66;4951,8;2447,42;3723,23;2194,5
01.01.2023;22;-35,098;540,002;252,452;-287,55;-0,067;97993,46;-600870,51;3112,8;1165,43;1363,96;3112,8;1922,59;2030,33;2194,5
01.01.2023;23;23,95;625,754;324,852;-300,902;-0,08;-50954,29;-1231282,05;-339,1;3725,88;3608,04;-339,1;1241,83;3428,27;2194,5
01.01.2023;24;-5,149;618,681;306,766;-311,915;-0,071;3271506,2;-680917,42;6072,4;3954,66;14377,83;6072,4;1624,89;5420,71;2194,5
02.01.2023;1;156,505;735,745;446,125;-289,62;-0,097;348638,53;-1184113,78;-3941,96;-1983,61;-2069,22;-3431,9;1169,14;-3941,96;2199,9
02.01.2023;2;211,201;728,919;470,06;-258,859;-0,07;412005,06;-1407706,13;-4067,4;-1947,84;-1949,15;-3328,2;1131,79;-4067,4;2199,9
02.01.2023;3;231,701;813,833;522,767;-291,066;-0,084;526703,79;-1554709,13;-4217,25;-2232,93;-2250,78;-3406,3;895,1;-4217,25;2199,9
02.01.2023;4;234,059;887,783;560,921;-326,862;-0,099;769436,08;-4169049,26;-9312,1;-3225,53;-3251,33;-8492,9;960,38;-9312,1;2199,9
02.01.2023;5;103,256;906,91;505,083;-401,827;-0,098;194809,37;-872087,22;-3102,1;-1728,93;-1761,17;-3102,1;841,95;-2378,59;2199,9
02.01.2023;6;190,784;907,022;548,903;-358,119;-0,086;4286479,29;-4286478,89;-22041,25;-21814,06;-22041,25;-51529,7;969,17;-46721,14;2152,8
02.01.2023;7;88,635;1101,243;594,939;-506,304;-0,06;2714161,62;-2714157,29;-19993,89;-18133,35;-19993,89;-29780,9;1689,81;-30091,12;2163,7
02.01.2023;8;10,536;1291,284;650,91;-640,374;-0,06;38031,78;-1811241,46;-4229,77;-1470,95;-1505,56;-4192,9;2431,56;-4229,77;2152,8
02.01.2023;9;-60,349;1173,319;556,485;-616,834;-0,088;153940;-1039319,21;3373,36;1871,54;1937,99;3144,2;3373,36;2971,31;2152,8
02.01.2023;10;85,778;1106,156;595,967;-510,189;-0,079;-215860,87;-1483696,69;-408,8;2430,6;2442,96;-408,8;2910,79;-100,32;2163,7
02.01.2023;11;91,293;1008,557;549,925;-458,632;-0,052;-231300,15;-1277872,58;0;2786,27;2744,32;0;2785,67;1713,07;2163,7
02.01.2023;12;53,397;1005,373;529,385;-475,988;-0,059;1146,34;-322226,78;-533,28;83,86;73,23;-346,4;2817,35;-533,28;2163,7
02.01.2023;13;-93,361;1006,361;456,5;-549,861;-0,058;206066,19;-2427238,1;6239,6;2198,63;2200,08;6239,6;3373,88;3764,78;2163,7
02.01.2023;14;-116,195;968,939;426,372;-542,567;-0,093;292642,96;-950689,44;3652,97;2418,76;2440,13;3013,9;3468,25;3652,97;2163,7
02.01.2023;15;62,816;842,096;452,456;-389,64;-0,063;-23187,04;-349960,24;-252,6;604,84;572,11;-252,6;2996,41;-166,45;2163,7
02.01.2023;16;40,55;908,056;474,303;-433,753;-0,079;-189209,45;-1984203,09;0;4574,5;4582,32;0;3273,29;1442,07;2163,7
02.01.2023;17;-35,912;683,054;323,571;-359,483;-0,058;173497,09;-1147099,19;5622,61;2701,52;2914,27;5425,1;3657,69;5622,61;2199,9
02.01.2023;18;2,795;716,095;359,445;-356,65;-0,047;61580,72;-180727,57;-1327,9;-831,57;-996,42;-1327,9;2895,52;-987,38;2272,5
02.01.2023;19;-38,512;648,518;305,003;-343,515;-0,057;41079,82;-990587,68;3517,66;714,03;753,56;2226,8;3517,66;1687,01;2332,9
02.01.2023;20;-102,849;663,957;280,554;-383,403;-0,088;137191,76;-1285818,66;4296,6;1288,56;1300,72;4296,6;3529,37;2175,26;2212
02.01.2023;21;-123,856;654,462;265,303;-389,159;-0,068;518129,7;-1476802,96;6236,1;3580,93;3772,65;6185,7;3781,3;6236,1;2272,5
02.01.2023;22;-76,345;720,335;321,995;-398,34;-0,05;1026765,69;-3702001,79;16923,7;9439,23;10207,73;16923,7;3589,02;11153,09;2272,5
02.01.2023;23;-106,982;672,784;282,901;-389,883;-0,053;325521,74;-782173,15;4040,4;2803,49;2869,14;3795,5;3055,72;4040,4;2272,5
02.01.2023;24;-43,845;599,867;278,011;-321,856;-0,064;56185,52;-735215,6;3135,42;985,35;1025,68;2873,2;3135,42;1663,14;2272,5
03.01.2023;1;35,008;451,776;243,392;-208,384;-0,084;-13160,14;-114863,34;0;551,21;525,99;0;2307,39;230,67;2243,6
03.01.2023;2;122,647;535,603;329,125;-206,478;-0,082;-7208,66;-115154,67;-144,36;327,6;227,42;-42,2;2313,25;-144,36;2243,6
03.01.2023;3;61,788;537,116;299,452;-237,664;-0,065;-20104,96;-287418,08;-291,7;841,81;735,25;-291,7;2304,81;46,44;2303,9
03.01.2023;4;50,559;545,491;298,025;-247,466;-0,062;-112748,76;-583359,02;0;2357,33;2335,73;0;2187,87;818,24;2303,9
03.01.2023;5;-6,795;503,381;248,293;-255,088;-0,065;15882,35;-648760,6;4708;2223,96;2226,98;4708;2809,83;2743,97;2303,9
03.01.2023;6;-118,866;612,93;247,032;-365,898;-0,085;1288905,62;-3334753,86;15352,7;9240,78;9761,39;15352,7;3142,15;15320,56;2303,9
03.01.2023;7;-357,668;782,392;212,362;-570,03;-0,079;7318108,26;-7318104,45;20362,83;20198,15;20362,83;40834,9;3867,2;42802,07;2303,9
03.01.2023;8;-184,12;829,412;322,646;-506,766;-0,071;521137,67;-1445317,56;4638,39;2805,74;2814,7;24464;4638,39;4577,36;2303,9
03.01.2023;9;-53,722;895,072;420,675;-474,397;-0,049;140888,05;-1258355,74;4526,22;2112,96;2170,66;3417,6;4526,22;2952,57;2376,3
03.01.2023;10;-106,333;863,681;378,674;-485,007;-0,069;273628,95;-1407419,63;4894,33;2551,97;2556,65;4309,5;4500,45;4894,33;2340,1
03.01.2023;11;-215,662;844,684;314,511;-530,173;-0,054;1097048,63;-2629056,49;7494,64;4274,57;4605;6308,5;4489,41;7494,64;2316
03.01.2023;12;-88,168;755,262;333,547;-421,715;-0,04;143955,37;-1338050,28;4427,72;1586,54;1596,19;3237,6;4427,72;2518,62;2316
03.01.2023;13;25,377;680,625;353,001;-327,624;-0,049;-20988,58;-437861,21;-129,81;1196,61;1170,04;-41;3717,33;-129,81;2050,6
03.01.2023;14;-54,457;723,903;334,723;-389,18;-0,077;154201,9;-916166,41;4686,8;2712,22;2728,92;4686,8;4315,63;3178,81;2050,6
03.01.2023;15;-323,504;712,004;194,25;-517,754;-0,037;2172463,94;-7264212,51;16542,77;6696,9;6708,46;14763,5;4528,37;16542,77;2050,6
03.01.2023;16;-90,267;478,295;194,014;-284,281;-0,074;454977,57;-1077717,04;7188,26;4977,83;4997,68;6691,8;4746,88;7188,26;2050,6
03.01.2023;17;-23,633;419,199;197,783;-221,416;-0,069;259196,09;-414728,07;8457,68;7371,4;7755,23;8327,7;4713,65;8457,68;2328,1
03.01.2023;18;59,597;305,005;182,301;-122,704;-0,056;-185398,39;-421646,52;0;3436,29;3329,9;0;4068,88;2145,81;2279,8
03.01.2023;19;-13,799;299,121;142,661;-156,46;-0,06;-9074,76;-897775,94;6638,89;987,97;842,83;6563;4755,14;6638,89;2303,9
03.01.2023;20;36,436;305,546;170,991;-134,555;-0,07;-37940,71;-235338;-456;1169,53;1142,2;-456;4588,62;991,67;2243,6
03.01.2023;21;-54,29;224,908;85,309;-139,599;-0,043;287045,7;-493920,81;5846,7;3777,71;4364,77;5846,7;3903,33;4583,89;2243,6
03.01.2023;22;11,939;178,689;95,314;-83,375;-0,07;179665,89;-64735,63;-1076;-453,64;-2281,8;-1076;3067,07;-574,68;2243,6
03.01.2023;23;52,837;147,313;100,075;-47,238;-0,064;-79793,08;-145662,13;-304,82;2437,81;1948,04;-119,9;2871,17;-304,82;2243,6
03.01.2023;24;47,669;209,559;128,614;-80,945;-0,034;18834,52;-270525,82;-1549,1;880,72;407,85;-1549,1;2317,28;154,25;2243,6
04.01.2023;1;-23,791;142,831;59,52;-83,311;-0,093;104811,25;-166244,84;4124,05;2979,4;3386,64;4081,9;2879,58;4124,05;2774,9
04.01.2023;2;20,629;238,659;129,644;-109,015;-0,095;66501,71;-241376,92;-72,2;2128,3;1276,68;0;2227,47;-72,2;2774,9
04.01.2023;3;55,452;248,784;152,118;-96,666;-0,06;-44700,51;-109175,54;0;1129,41;1011,55;0;1639,11;483,91;2774,9
04.01.2023;4;48,488;184,708;116,598;-68,11;-0,082;-109823,64;-158758,28;0;2330,91;2303,48;0;1419,27;2204,19;2774,9
04.01.2023;5;0,774;190,698;95,736;-94,962;-0,059;17809,22;-334817,96;0;3525,81;3311,28;0;1651,61;2721,29;2774,9
04.01.2023;6;-76,395;251,579;87,592;-163,987;-0,081;767275,52;-2305587,51;19223,57;9667,87;9842,87;18803,4;3057,9;19223,57;2774,9
04.01.2023;7;-216,986;410,518;96,766;-313,752;-0,083;7066561,26;-7066559;32312,28;31741,35;32312,28;47477,7;3964,48;48671,12;2774,9
04.01.2023;8;-177,171;435,553;129,191;-306,362;-0,058;909216,97;-909215,14;5133,63;5136,07;5133,63;23168;4420,26;6949,24;2774,9
04.01.2023;9;-29,67;505,792;238,061;-267,731;-0,069;87649,58;-1323174,94;6624,98;1892,53;2010,17;6461,8;4058,15;6624,98;2774,9
04.01.2023;10;0,117;473,603;236,86;-236,743;-0,078;39727,93;-136103,26;-179,7;395,11;227,18;-179,7;3824,98;360,49;2774,9
04.01.2023;11;99,941;452,457;276,199;-176,258;-0,05;-48380,67;-183824,77;-325,3;533,18;515,41;-325,3;3655,47;-6,99;2774,9
04.01.2023;12;-139,129;435,659;148,265;-287,394;-0,07;574154,6;-1056702,72;5785;4086,41;4105,95;5019,8;3685,11;5785;2774,9
04.01.2023;13;-239,756;474,33;117,287;-357,043;-0,034;1228431,21;-3101502,4;10354,65;5077,74;5108,58;9036;3362,46;10354,65;2774,9
04.01.2023;14;-117,536;452,376;167,42;-284,956;-0,053;463320,51;-714470,23;4809,24;3918;3927,87;4342,8;3432,34;4809,24;2774,9
04.01.2023;15;-117,854;312,576;97,361;-215,215;-0,067;479748,79;-786557,26;5491,19;4059,42;4065,59;5331,2;3793,7;5491,19;2462,6
04.01.2023;16;-36,761;261,639;112,439;-149,2;-0,041;127405,11;-263701,97;4037,2;3011,84;3123,68;4037,2;3850,36;3933,28;2462,6
04.01.2023;17;19,112;272,256;145,684;-126,572;-0,05;25005,77;-265499,63;-529;1488,74;1121,79;-529;3434,23;754,8;2462,6
04.01.2023;18;120,889;314,247;217,568;-96,679;-0,057;-159073,52;-267232,36;-654,71;1290,75;1304,7;-454,8;3394,8;-654,71;2462,6
04.01.2023;19;51,371;255,473;153,422;-102,051;-0,055;-138215,26;-257150,15;0;2519,82;2576,97;0;3379,61;1952,7;2462,6
04.01.2023;20;-114,099;315,929;100,915;-215,014;-0,075;382179,58;-605930,1;4377,84;3323,26;3337,2;4036;3740,93;4377,84;2462,6
04.01.2023;21;-11,266;188,746;88,74;-100,006;-0,082;576728,45;-264305,39;10550,06;8911,02;13674,1;10488,1;3688,8;10550,06;2462,6
04.01.2023;22;94,311;244,679;169,495;-75,184;-0,051;583540,97;-617121,72;-5214,58;-3547,61;-5016,45;-4884,5;2442,35;-5214,58;2462,6
04.01.2023;23;43,575;171,861;107,718;-64,143;-0,072;207848,32;-143132,5;-1645,21;-531,41;-2245,99;-1492,7;2105,76;-1645,21;2462,6
04.01.2023;24;111,137;294,193;202,665;-91,528;-0,073;148872,29;-780368,71;-4324,77;-1050,07;-1208,8;-3935,8;2528,85;-4324,77;2462,6
05.01.2023;1;88,858;323,392;206,125;-117,267;-0,086;-186028,17;-254515,12;0;2170,39;2137,26;0;2426,32;62,39;2739,4
05.01.2023;2;89,174;277,942;183,558;-94,384;-0,062;-220261,14;-246088,34;0;2607,31;2540,61;0;1922,04;2172,39;2739,4
05.01.2023;3;102,539;290,113;196,326;-93,787;-0,063;-30001,66;-362021,65;-1717,58;264,6;279,21;-1358,7;2193,04;-1717,58;2739,4
05.01.2023;4;128,111;286,549;207,33;-79,219;-0,075;-328457,57;-228403,16;-112,88;2587,76;2572,98;0;1903,97;-112,88;2739,4
05.01.2023;5;144,861;259,545;202,203;-57,342;-0,08;-19779,99;-113669,01;-523,9;134,89;136,07;-523,9;1687,08;-514,91;2739,4
05.01.2023;6;114,947;241,905;178,426;-63,479;-0,082;55374,22;-199282,33;-1058,11;165,22;-251,56;-655,8;1893,2;-1058,11;2739,4
05.01.2023;7;58,482;237,274;147,878;-89,396;-0,048;407847,09;-238347,54;-2364,28;-1244,77;-3510,49;-2159,6;2253,26;-2364,28;2739,4
05.01.2023;8;19,763;242,355;131,059;-111,296;-0,064;41939,75;-165577,87;-379,37;1040,99;564;-336,9;2619,15;-379,37;2739,4
05.01.2023;9;19,75;229,004;124,377;-104,627;-0,071;-83573,15;-183460,77;2527,5;4758,08;4674,47;2527,5;3199,95;4789,07;2739,4
05.01.2023;10;12,832;232,194;122,513;-109,681;-0,054;-77141,98;-445679,96;0;4063,42;4267,48;0;3272,64;4015,68;2739,4
05.01.2023;11;139,739;292,817;216,278;-76,539;-0,077;183929,29;-271841,12;-1496,88;-678,1;-1090,4;-1007,8;3264,29;-1496,88;2739,4
05.01.2023;12;109,54;280,992;195,266;-85,726;-0,063;-16472,24;-249614,61;-1157,89;274,34;204,79;-774,5;3369,41;-1157,89;2739,4
05.01.2023;13;23,61;281,48;152,545;-128,935;-0,055;-102355,11;-551617,45;0;4278,26;4287,07;0;3264,34;2506,36;2739,4
05.01.2023;14;45,446;191,524;118,485;-73,039;-0,08;-147202,03;-276871,12;0;3790,73;3579,12;0;3281,94;2703,83;2739,4
05.01.2023;15;59,328;187,198;123,263;-63,935;-0,084;-85561,63;-133411,89;-406,34;1303,28;1370,13;-198,7;3240,7;-406,34;2739,4
05.01.2023;16;50,48;213,566;132,023;-81,543;-0,06;-94172,77;-136719,88;0;1676,66;1748,88;0;3433,17;1246,82;2739,4
05.01.2023;17;78,767;203,433;141,1;-62,333;-0,062;173047,81;-282572,07;-2666,68;-1503,16;-1890,46;-2391;3454,91;-2666,68;2895,6
05.01.2023;18;51,04;246,316;148,678;-97,638;-0,049;-42443,1;-84112,2;0;861,47;851,2;0;3748,16;28,06;3135,9
05.01.2023;19;45,247;230,907;138,077;-92,83;-0,061;-55019,09;-119098,1;0;1282,97;1261,01;0;4030,09;915,73;3160
05.01.2023;20;7,11;220,618;113,864;-106,754;-0,056;39892,67;-91444,4;0;856,59;452,74;0;3632,47;546,51;2955,7
05.01.2023;21;-2,209;241,125;119,458;-121,667;-0,064;142633,75;-115719,31;5032,1;4156,45;5253,31;5032,1;3863,2;4297,64;2787,5
05.01.2023;22;94,341;290,027;192,184;-97,843;-0,052;-20767,48;-178325,35;-364,99;1105,65;670,95;-57;3136,17;-364,99;2739,4
05.01.2023;23;95,113;286,195;190,654;-95,541;-0,063;-98852,5;-111103,67;0;1162,89;1101,24;0;2781,73;370,9;2739,4
05.01.2023;24;67,544;251,444;159,494;-91,95;-0,062;-193403,46;-284684,55;0;3096,08;2997,52;0;2279,15;2227,89;2739,4
06.01.2023;1;-82,137;247,905;82,884;-165,021;-0,065;291914,57;-644740,41;5661,15;3492,45;3523,08;5209,4;2899,42;5661,15;2682,1
06.01.2023;2;-112,87;199,682;43,406;-156,276;-0,074;289674,7;-608436,23;4611,6;2585,96;2571,86;4611,6;2722,28;4154,48;2682,1
06.01.2023;3;-6,822;139,606;66,392;-73,214;-0,092;34462,52;-67385,87;3740,8;3110,21;3291,11;3740,8;2795,32;3394,12;2682,1
06.01.2023;4;63,759;134,365;99,062;-35,303;-0,08;-263819,77;-143686,74;0;4070,1;4113,65;0;1937,79;2337,94;2682,1
06.01.2023;5;45,699;155,103;100,401;-54,702;-0,094;-92804,89;-143794,05;0;2628,68;2356,53;0;2015,51;2476,75;2682,1
06.01.2023;6;-69,009;172,181;51,586;-120,595;-0,105;693135,33;-934152;10922,34;7425,03;8923,77;10542,8;2721,72;10922,34;2682,1
06.01.2023;7;-28,874;211,608;91,367;-120,241;-0,08;641866,56;-532514,19;11398,5;9172,38;12307,94;11398,5;2974,51;10466,6;2682,1
06.01.2023;8;-17,633;267,917;125,142;-142,775;-0,068;133507,18;-213033,33;6840,78;6102,34;6283,77;6743,8;3309,38;6840,78;2682,1
06.01.2023;9;25,749;301,319;163,534;-137,785;-0,051;-75543,28;-321851,98;0;2335,9;2430,04;0;3247,14;355,87;2682,1
06.01.2023;10;37,357;271,913;154,635;-117,278;-0,081;18591,6;-175325,23;-215,94;1210,23;797,63;-85,2;3278,91;-215,94;2682,1
06.01.2023;11;42,627;265,183;153,905;-111,278;-0,076;46888,03;-89115,98;-778,69;-276,14;-504,31;-629,5;2999,17;-778,69;2682,1
06.01.2023;12;-76,49;235,272;79,391;-155,881;-0,064;266246,44;-879699,73;7383,89;3417,37;3448,49;6963,2;3095,09;7383,89;2682,1
06.01.2023;13;-163,786;352,008;94,111;-257,897;-0,055;576070,89;-1138841,25;5694,02;3502,56;3511,86;4994,1;3054,05;5694,02;2682,1
06.01.2023;14;-45,681;206,099;80,209;-125,89;-0,079;572757,8;-692651,41;11987,44;10179;11035,07;11736,2;3111,69;11987,44;2682,1
06.01.2023;15;23,044;236,918;129,981;-106,937;-0,07;-105482,63;-168306,78;2598,4;4732,22;4704,78;2598,4;2638,47;4457,04;2682,1
06.01.2023;16;-83,608;225,556;70,974;-154,582;-0,088;300313,72;-549436,76;5191,6;3565,97;3580;5191,6;3251,58;4376,44;2682,1
06.01.2023;17;8,741;219,685;114,213;-105,472;-0,071;-6377,46;-204323,52;0;1937,23;1844,8;0;2994,08;735,8;2682,1
06.01.2023;18;93,363;207,369;150,366;-57,003;-0,085;116524,49;-194971,07;-1739,07;-1167,06;-1217,36;-1412,3;3065,13;-1739,07;2706,2
06.01.2023;19;74,375;208,711;141,543;-67,168;-0,056;-3911,38;-172804,96;-1072,41;312,84;176,08;-812,1;3458,3;-1072,41;2802,4
06.01.2023;20;0,938;151,568;76,253;-75,315;-0,101;40718,11;-34809,9;-172,7;287,34;-250,18;-172,7;3178,04;-133,68;2682,1
06.01.2023;21;5,257;158,867;82,062;-76,805;-0,075;286594,68;-58575,84;-839,59;-134,4;-3618,2;-821,2;2900,46;-839,59;2682,1
06.01.2023;22;78,126;218,578;148,352;-70,226;-0,077;337147,09;-264054,64;-2462,44;-1441,82;-2955,13;-2189;2676,2;-2462,44;2682,1
06.01.2023;23;24,831;190,525;107,678;-82,847;-0,086;179997,21;-93308,36;-1889,3;-1329,29;-2694,37;-1802,4;2516,81;-1889,3;2682,1
06.01.2023;24;7,347;172,487;89,917;-82,57;-0,108;1480972,5;-168672,19;-1386,71;532,68;-15981,28;-1361;2317,12;-1386,71;2682,1
07.01.2023;1;13,739;163,981;88,86;-75,121;-0,091;74626,79;-32007,99;-770,98;-485,9;-1250,59;-722,9;1953,53;-770,98;845,7
07.01.2023;2;20,605;142,101;81,353;-60,748;-0,09;23478,08;-94370,14;-990,51;226,99;-119,09;-918,4;1925,72;-990,51;845,7
07.01.2023;3;39,045;183,505;111,275;-72,23;-0,087;136663,25;-70867,17;-1067,85;-663,96;-1659,14;-931,2;2045,16;-1067,85;845,7
07.01.2023;4;-8,635;171,883;81,624;-90,259;-0,081;88182,93;-160314,58;2694,98;1016,02;1895,81;2209,5;2694,98;2256,99;845,7
07.01.2023;5;-24,199;173,435;74,618;-98,817;-0,068;44801,96;-299840,02;3862,3;1096,53;1281,38;3862,3;2698,45;1713,49;845,7
07.01.2023;6;57,909;163,971;110,94;-53,031;-0,079;798704,04;-87808,01;-1058,08;-557,7;-7466,01;-855,4;2214,81;-1058,08;845,7
07.01.2023;7;71,123;206,763;138,943;-67,82;-0,082;18100,57;-79374,61;-589,33;-36,99;-148,32;-564,8;2198,61;-589,33;845,7
07.01.2023;8;16,346;342,22;179,283;-162,937;-0,104;113077,53;-143027,05;-1821,91;-1126,88;-1654,85;-1764,7;2209,22;-1821,91;845,7
07.01.2023;9;-114,262;388,22;136,979;-251,241;-0,079;91297,31;-780138,57;3524,75;769,63;782,99;1216,5;3524,75;1651,04;845,7
07.01.2023;10;105,735;252,729;179,232;-73,497;-0,073;-2761,35;-155063,75;-845,17;48,74;35,39;-475,1;3034,26;-845,17;845,7
07.01.2023;11;37,818;300,672;169,245;-131,427;-0,096;15770,67;-120124,96;-920,16;-270,93;-303,57;-787,8;3358,83;-920,16;845,7
07.01.2023;12;-75,362;332,556;128,597;-203,959;-0,07;64669,4;-592565,42;3404,6;791,88;816,35;936,2;3404,6;1350,69;845,7
07.01.2023;13;-58,858;294,69;117,916;-176,774;-0,05;33227,02;-596241,73;3743,22;555,16;558,27;1159,5;3743,22;1348,21;845,7
07.01.2023;14;14,363;200,355;107,359;-92,996;-0,066;43053,37;-80228,89;-178,27;656,91;168;-128;3286,86;-178,27;845,7
07.01.2023;15;112,251;281,001;196,626;-84,375;-0,083;-112543,87;-86425,31;0;1024,3;1011,91;0;3275,52;7,42;845,7
07.01.2023;16;93,422;365,438;229,43;-136,008;-0,092;-139584,36;-126520,78;405,3;1613,94;1565,15;405,3;3377,95;630,22;845,7
07.01.2023;17;73,658;333,44;203,549;-129,891;-0,067;110726,21;-96993,34;-502,4;-40,57;-569,86;-255,7;3102,66;-502,4;845,7
07.01.2023;18;-63,732;311,762;124,015;-187,747;-0,08;257941,31;-510880,08;5195,92;3746,63;3848,68;4845,4;3874,25;5195,92;845,7
07.01.2023;19;-34,47;218,078;91,804;-126,274;-0,079;51656,14;-398371,72;3850,98;957,55;1105,23;3842,8;3850,98;1368,98;845,7
07.01.2023;20;-55,934;228,812;86,439;-142,373;-0,084;209374,89;-342211,45;4515,9;3479,11;3582,88;4515,9;3240,21;4413,63;845,7
07.01.2023;21;-82,583;277,233;97,325;-179,908;-0,103;352228,85;-608657,26;5449,9;3820,43;4024,56;5097,3;3743,22;5449,9;845,7
07.01.2023;22;-29,901;222,167;96,133;-126,034;-0,073;57087,41;-451231,74;4777,45;1569,59;1650,16;4613;3220,57;4777,45;845,7
07.01.2023;23;-29,505;199,051;84,773;-114,278;-0,065;151762,32;-299420,4;6023,97;4588,57;4731,87;5861,7;3039,06;6023,97;845,7
07.01.2023;24;19,518;163,986;91,752;-72,234;-0,061;267903,66;-200408,52;-3148,81;-1225,2;-3884,43;-3080,5;1417,75;-3148,81;845,7
08.01.2023;1;39,447;200,255;119,851;-80,404;-0,089;140246,28;-84229,22;-999,46;-442,23;-1466,84;-952,1;1580,75;-999,46;2718,2
08.01.2023;2;39,609;181,219;110,414;-70,805;-0,097;-13333,15;-130058,1;-880,23;464,21;418,43;-741,6;1294,8;-880,23;2718,2
08.01.2023;3;47,407;168,741;108,074;-60,667;-0,076;-36896,51;-131046,08;-526,52;1222,13;1027,43;-360,6;1370,62;-526,52;2718,2
08.01.2023;4;47,58;152,816;100,198;-52,618;-0,096;1874,46;-61857,9;-405,93;402,61;192,71;-247,5;722,22;-405,93;2718,2
08.01.2023;5;-1,967;177,551;87,792;-89,759;-0,081;162826,94;-668587,07;13457,61;6143,55;7822,96;13446,8;1201,14;13457,61;2718,2
08.01.2023;6;63,306;160;111,653;-48,347;-0,095;-31762,71;-77331,97;-356;777,37;621,08;-356;351,87;171,92;2718,2
08.01.2023;7;64,17;211,574;137,872;-73,702;-0,119;108306,16;-172579,68;-906,99;644,91;-440,8;-682,4;1316,92;-906,99;2718,2
08.01.2023;8;95,92;178,924;137,422;-41,502;-0,114;176234,68;-738086,48;-5942,02;-1890,94;-1853,5;-5606,3;1579,31;-5942,02;2718,2
08.01.2023;9;131,854;214,1;172,977;-41,123;-0,102;95179,31;-155150,65;-1008,78;-470,42;-662,07;-563,6;2370,39;-1008,78;2718,2
08.01.2023;10;30,36;242,354;136,357;-105,997;-0,084;111849,47;-86262,56;-267,16;470,14;-454,8;-160,9;2560,34;-267,16;2718,2
